#WORD	NN	VB	JJ	RB	DT	IN	OT
required	0.000	1.000	0.000	0.000	0.000	0.000	0.000
tax	0.973	0.027	0.000	0.000	0.000	0.000	0.000
greater	0.000	0.000	1.000	0.000	0.000	0.000	0.000
attention	1.000	0.000	0.000	0.000	0.000	0.000	0.000
book	1.000	0.000	0.000	0.000	0.000	0.000	0.000
i'll	0.000	0.000	0.000	0.000	0.000	0.000	1.000
needed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
road	1.000	0.000	0.000	0.000	0.000	0.000	0.000
wrote	0.000	1.000	0.000	0.000	0.000	0.000	0.000
recent	0.000	0.000	1.000	0.000	0.000	0.000	0.000
conditions	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cost	0.801	0.199	0.000	0.000	0.000	0.000	0.000
center	0.936	0.048	0.016	0.000	0.000	0.000	0.000
else	0.000	0.000	0.000	1.000	0.000	0.000	0.000
couldn't	0.000	0.000	0.000	0.000	0.000	0.000	1.000
education	1.000	0.000	0.000	0.000	0.000	0.000	0.000
force	0.879	0.121	0.000	0.000	0.000	0.000	0.000
hours	1.000	0.000	0.000	0.000	0.000	0.000	0.000
third	0.011	0.000	0.000	0.028	0.000	0.000	0.961
except	0.000	0.006	0.000	0.039	0.000	0.956	0.000
instead	0.000	0.000	0.000	1.000	0.000	0.000	0.000
lost	0.000	1.000	0.000	0.000	0.000	0.000	0.000
space	0.994	0.006	0.000	0.000	0.000	0.000	0.000
cut	0.090	0.910	0.000	0.000	0.000	0.000	0.000
followed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
miles	1.000	0.000	0.000	0.000	0.000	0.000	0.000
read	0.011	0.989	0.000	0.000	0.000	0.000	0.000
3	0.000	0.000	0.000	0.000	0.000	0.000	1.000
added	0.000	1.000	0.000	0.000	0.000	0.000	0.000
heart	1.000	0.000	0.000	0.000	0.000	0.000	0.000
hundred	0.000	0.000	0.000	0.000	0.000	0.000	1.000
simply	0.000	0.000	0.000	1.000	0.000	0.000	0.000
developed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
person	1.000	0.000	0.000	0.000	0.000	0.000	0.000
taking	0.023	0.977	0.000	0.000	0.000	0.000	0.000
tried	0.000	1.000	0.000	0.000	0.000	0.000	0.000
1960	0.000	0.000	0.000	0.000	0.000	0.000	1.000
can't	0.000	0.000	0.000	0.000	0.000	0.000	1.000
reached	0.000	1.000	0.000	0.000	0.000	0.000	0.000
stage	0.988	0.012	0.000	0.000	0.000	0.000	0.000
ground	0.908	0.092	0.000	0.000	0.000	0.000	0.000
makes	0.023	0.977	0.000	0.000	0.000	0.000	0.000
board	0.976	0.024	0.000	0.000	0.000	0.000	0.000
including	0.000	0.029	0.000	0.000	0.000	0.971	0.000
material	0.976	0.000	0.024	0.000	0.000	0.000	0.000
shown	0.000	1.000	0.000	0.000	0.000	0.000	0.000
view	0.902	0.098	0.000	0.000	0.000	0.000	0.000
actually	0.000	0.000	0.000	0.994	0.000	0.000	0.006
basic	0.000	0.000	1.000	0.000	0.000	0.000	0.000
looking	0.018	0.965	0.018	0.000	0.000	0.000	0.000
class	0.994	0.006	0.000	0.000	0.000	0.000	0.000
college	1.000	0.000	0.000	0.000	0.000	0.000	0.000
living	0.128	0.872	0.000	0.000	0.000	0.000	0.000
love	0.756	0.244	0.000	0.000	0.000	0.000	0.000
plan	0.850	0.150	0.000	0.000	0.000	0.000	0.000
dead	0.012	0.000	0.976	0.006	0.000	0.000	0.006
washington	1.000	0.000	0.000	0.000	0.000	0.000	0.000
beyond	0.000	0.000	0.000	0.053	0.000	0.947	0.000
equipment	1.000	0.000	0.000	0.000	0.000	0.000	0.000
father	0.994	0.006	0.000	0.000	0.000	0.000	0.000
spirit	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ten	0.006	0.000	0.000	0.000	0.000	0.000	0.994
change	0.679	0.321	0.000	0.000	0.000	0.000	0.000
complete	0.000	0.106	0.894	0.000	0.000	0.000	0.000
difficult	0.000	0.000	1.000	0.000	0.000	0.000	0.000
getting	0.012	0.988	0.000	0.000	0.000	0.000	0.000
industry	1.000	0.000	0.000	0.000	0.000	0.000	0.000
received	0.000	1.000	0.000	0.000	0.000	0.000	0.000
religious	0.000	0.000	1.000	0.000	0.000	0.000	0.000
coming	0.070	0.930	0.000	0.000	0.000	0.000	0.000
need	0.439	0.453	0.000	0.000	0.000	0.000	0.108
particular	0.028	0.000	0.894	0.000	0.000	0.000	0.078
picture	0.988	0.012	0.000	0.000	0.000	0.000	0.000
terms	0.982	0.018	0.000	0.000	0.000	0.000	0.000
data	1.000	0.000	0.000	0.000	0.000	0.000	0.000
doing	0.025	0.975	0.000	0.000	0.000	0.000	0.000
fire	0.941	0.059	0.000	0.000	0.000	0.000	0.000
walked	0.000	1.000	0.000	0.000	0.000	0.000	0.000
bring	0.000	1.000	0.000	0.000	0.000	0.000	0.000
mean	0.060	0.794	0.146	0.000	0.000	0.000	0.000
simple	0.000	0.000	1.000	0.000	0.000	0.000	0.000
single	0.041	0.006	0.024	0.000	0.000	0.000	0.929
floor	1.000	0.000	0.000	0.000	0.000	0.000	0.000
passed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
run	0.249	0.751	0.000	0.000	0.000	0.000	0.000
sort	0.957	0.030	0.000	0.012	0.000	0.000	0.000
costs	0.929	0.071	0.000	0.000	0.000	0.000	0.000
near	0.000	0.020	0.082	0.097	0.000	0.796	0.005
similar	0.000	0.000	1.000	0.000	0.000	0.000	0.000
cent	1.000	0.000	0.000	0.000	0.000	0.000	0.000
live	0.000	0.885	0.115	0.000	0.000	0.000	0.000
trying	0.000	0.957	0.043	0.000	0.000	0.000	0.000
wasn't	0.000	1.000	0.000	0.000	0.000	0.000	0.000
written	0.000	1.000	0.000	0.000	0.000	0.000	0.000
hear	0.000	1.000	0.000	0.000	0.000	0.000	0.000
suddenly	0.000	0.000	0.000	1.000	0.000	0.000	0.000
natural	0.000	0.000	1.000	0.000	0.000	0.000	0.000
paper	0.993	0.007	0.000	0.000	0.000	0.000	0.000
considered	0.000	1.000	0.000	0.000	0.000	0.000	0.000
figure	0.883	0.117	0.000	0.000	0.000	0.000	0.000
growth	1.000	0.000	0.000	0.000	0.000	0.000	0.000
sat	0.000	1.000	0.000	0.000	0.000	0.000	0.000
story	1.000	0.000	0.000	0.000	0.000	0.000	0.000
black	0.198	0.005	0.797	0.000	0.000	0.000	0.000
dark	0.144	0.000	0.856	0.000	0.000	0.000	0.000
happened	0.000	1.000	0.000	0.000	0.000	0.000	0.000
working	0.000	1.000	0.000	0.000	0.000	0.000	0.000
you're	0.000	1.000	0.000	0.000	0.000	0.000	0.000
countries	1.000	0.000	0.000	0.000	0.000	0.000	0.000
entire	0.000	0.000	1.000	0.000	0.000	0.000	0.000
hair	1.000	0.000	0.000	0.000	0.000	0.000	0.000
property	1.000	0.000	0.000	0.000	0.000	0.000	0.000
difference	1.000	0.000	0.000	0.000	0.000	0.000	0.000
individual	0.343	0.000	0.623	0.000	0.000	0.000	0.034
street	1.000	0.000	0.000	0.000	0.000	0.000	0.000
table	0.993	0.007	0.000	0.000	0.000	0.000	0.000
cases	1.000	0.000	0.000	0.000	0.000	0.000	0.000
friends	1.000	0.000	0.000	0.000	0.000	0.000	0.000
production	1.000	0.000	0.000	0.000	0.000	0.000	0.000
purpose	1.000	0.000	0.000	0.000	0.000	0.000	0.000
william	1.000	0.000	0.000	0.000	0.000	0.000	0.000
effort	1.000	0.000	0.000	0.000	0.000	0.000	0.000
hour	1.000	0.000	0.000	0.000	0.000	0.000	0.000
indeed	0.000	0.000	0.000	0.895	0.000	0.000	0.105
knowledge	1.000	0.000	0.000	0.000	0.000	0.000	0.000
hold	0.148	0.852	0.000	0.000	0.000	0.000	0.000
involved	0.000	1.000	0.000	0.000	0.000	0.000	0.000
paid	0.000	1.000	0.000	0.000	0.000	0.000	0.000
sent	0.000	1.000	0.000	0.000	0.000	0.000	0.000
turn	0.379	0.621	0.000	0.000	0.000	0.000	0.000
various	0.000	0.000	0.720	0.000	0.000	0.000	0.280
whom	0.000	0.000	0.000	0.000	0.000	0.000	1.000
certainly	0.000	0.000	0.000	1.000	0.000	0.000	0.000
ideas	1.000	0.000	0.000	0.000	0.000	0.000	0.000
increased	0.000	1.000	0.000	0.000	0.000	0.000	0.000
low	0.065	0.000	0.846	0.089	0.000	0.000	0.000
using	0.000	1.000	0.000	0.000	0.000	0.000	0.000
final	0.007	0.000	0.934	0.000	0.000	0.000	0.059
front	0.651	0.000	0.349	0.000	0.000	0.000	0.000
letter	1.000	0.000	0.000	0.000	0.000	0.000	0.000
wall	0.986	0.014	0.000	0.000	0.000	0.000	0.000
addition	1.000	0.000	0.000	0.000	0.000	0.000	0.000
amount	0.825	0.175	0.000	0.000	0.000	0.000	0.000
decided	0.000	1.000	0.000	0.000	0.000	0.000	0.000
especially	0.000	0.000	0.000	0.876	0.000	0.000	0.124
fine	0.039	0.007	0.922	0.033	0.000	0.000	0.000
forces	0.959	0.041	0.000	0.000	0.000	0.000	0.000
meet	0.047	0.953	0.000	0.000	0.000	0.000	0.000
range	0.922	0.078	0.000	0.000	0.000	0.000	0.000
rather	0.000	0.000	0.000	0.378	0.000	0.319	0.303
ready	0.000	0.014	0.986	0.000	0.000	0.000	0.000
showed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
son	1.000	0.000	0.000	0.000	0.000	0.000	0.000
statement	1.000	0.000	0.000	0.000	0.000	0.000	0.000
weeks	1.000	0.000	0.000	0.000	0.000	0.000	0.000
yes	0.000	0.000	0.000	1.000	0.000	0.000	0.000
anyone	0.000	0.000	0.000	0.000	0.000	0.000	1.000
higher	0.000	0.000	0.909	0.091	0.000	0.000	0.000
market	1.000	0.000	0.000	0.000	0.000	0.000	0.000
police	1.000	0.000	0.000	0.000	0.000	0.000	0.000
section	1.000	0.000	0.000	0.000	0.000	0.000	0.000
states	0.892	0.108	0.000	0.000	0.000	0.000	0.000
cold	0.135	0.000	0.853	0.012	0.000	0.000	0.000
foreign	0.000	0.000	1.000	0.000	0.000	0.000	0.000
girls	1.000	0.000	0.000	0.000	0.000	0.000	0.000
stock	0.986	0.014	0.000	0.000	0.000	0.000	0.000
hard	0.010	0.000	0.687	0.303	0.000	0.000	0.000
remember	0.000	1.000	0.000	0.000	0.000	0.000	0.000
food	1.000	0.000	0.000	0.000	0.000	0.000	0.000
programs	1.000	0.000	0.000	0.000	0.000	0.000	0.000
research	1.000	0.000	0.000	0.000	0.000	0.000	0.000
understand	0.000	1.000	0.000	0.000	0.000	0.000	0.000
boys	1.000	0.000	0.000	0.000	0.000	0.000	0.000
try	0.022	0.978	0.000	0.000	0.000	0.000	0.000
appeared	0.000	1.000	0.000	0.000	0.000	0.000	0.000
comes	0.000	1.000	0.000	0.000	0.000	0.000	0.000
concerned	0.000	1.000	0.000	0.000	0.000	0.000	0.000
moral	0.036	0.000	0.964	0.000	0.000	0.000	0.000
population	1.000	0.000	0.000	0.000	0.000	0.000	0.000
questions	0.993	0.007	0.000	0.000	0.000	0.000	0.000
rest	0.844	0.156	0.000	0.000	0.000	0.000	0.000
bill	1.000	0.000	0.000	0.000	0.000	0.000	0.000
call	0.280	0.720	0.000	0.000	0.000	0.000	0.000
peace	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ran	0.000	1.000	0.000	0.000	0.000	0.000	0.000
1961	0.000	0.000	0.000	0.000	0.000	0.000	1.000
bad	0.028	0.000	0.943	0.028	0.000	0.000	0.000
continued	0.000	1.000	0.000	0.000	0.000	0.000	0.000
directly	0.000	0.000	0.000	0.943	0.000	0.000	0.057
maybe	0.000	0.000	0.000	1.000	0.000	0.000	0.000
member	1.000	0.000	0.000	0.000	0.000	0.000	0.000
methods	1.000	0.000	0.000	0.000	0.000	0.000	0.000
move	0.213	0.787	0.000	0.000	0.000	0.000	0.000
normal	0.000	0.000	0.978	0.022	0.000	0.000	0.000
size	0.985	0.015	0.000	0.000	0.000	0.000	0.000
throughout	0.000	0.000	0.000	0.057	0.000	0.943	0.000
10	0.000	0.000	0.000	0.000	0.000	0.000	1.000
direction	1.000	0.000	0.000	0.000	0.000	0.000	0.000
future	0.614	0.000	0.386	0.000	0.000	0.000	0.000
literature	1.000	0.000	0.000	0.000	0.000	0.000	0.000
provided	0.000	1.000	0.000	0.000	0.000	0.000	0.000
strength	1.000	0.000	0.000	0.000	0.000	0.000	0.000
color	0.963	0.037	0.000	0.000	0.000	0.000	0.000
feeling	0.762	0.238	0.000	0.000	0.000	0.000	0.000
former	0.000	0.000	0.000	0.000	0.000	0.000	1.000
friend	1.000	0.000	0.000	0.000	0.000	0.000	0.000
husband	1.000	0.000	0.000	0.000	0.000	0.000	0.000
led	0.000	1.000	0.000	0.000	0.000	0.000	0.000
opened	0.000	1.000	0.000	0.000	0.000	0.000	0.000
summer	1.000	0.000	0.000	0.000	0.000	0.000	0.000
temperature	1.000	0.000	0.000	0.000	0.000	0.000	0.000
total	0.627	0.029	0.344	0.000	0.000	0.000	0.000
4	0.000	0.000	0.000	0.000	0.000	0.000	1.000
kennedy	1.000	0.000	0.000	0.000	0.000	0.000	0.000
late	0.000	0.000	0.734	0.266	0.000	0.000	0.000
merely	0.000	0.000	0.000	0.963	0.000	0.000	0.037
method	1.000	0.000	0.000	0.000	0.000	0.000	0.000
month	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pay	0.226	0.774	0.000	0.000	0.000	0.000	0.000
trouble	0.970	0.030	0.000	0.000	0.000	0.000	0.000
issue	0.902	0.098	0.000	0.000	0.000	0.000	0.000
lay	0.007	0.942	0.051	0.000	0.000	0.000	0.000
met	0.015	0.985	0.000	0.000	0.000	0.000	0.000
stopped	0.000	1.000	0.000	0.000	0.000	0.000	0.000
top	0.639	0.015	0.347	0.000	0.000	0.000	0.000
according	0.000	0.014	0.000	0.071	0.000	0.914	0.000
chance	0.985	0.008	0.008	0.000	0.000	0.000	0.000
congress	1.000	0.000	0.000	0.000	0.000	0.000	0.000
effective	0.000	0.000	1.000	0.000	0.000	0.000	0.000
evening	1.000	0.000	0.000	0.000	0.000	0.000	0.000
generally	0.000	0.000	0.000	0.977	0.000	0.000	0.023
myself	0.000	0.000	0.000	0.000	0.000	0.000	1.000
physical	0.000	0.000	1.000	0.000	0.000	0.000	0.000
piece	0.992	0.008	0.000	0.000	0.000	0.000	0.000
sales	1.000	0.000	0.000	0.000	0.000	0.000	0.000
worked	0.000	1.000	0.000	0.000	0.000	0.000	0.000
wouldn't	0.000	0.000	0.000	0.000	0.000	0.000	1.000
bed	1.000	0.000	0.000	0.000	0.000	0.000	0.000
consider	0.000	1.000	0.000	0.000	0.000	0.000	0.000
efforts	1.000	0.000	0.000	0.000	0.000	0.000	0.000
results	0.882	0.118	0.000	0.000	0.000	0.000	0.000
likely	0.000	0.000	0.834	0.166	0.000	0.000	0.000
lot	0.992	0.000	0.000	0.000	0.000	0.000	0.008
placed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
president	1.000	0.000	0.000	0.000	0.000	0.000	0.000
services	0.992	0.008	0.000	0.000	0.000	0.000	0.000
sound	0.627	0.124	0.244	0.000	0.000	0.000	0.005
systems	1.000	0.000	0.000	0.000	0.000	0.000	0.000
theory	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ways	1.000	0.000	0.000	0.000	0.000	0.000	0.000
carried	0.000	1.000	0.000	0.000	0.000	0.000	0.000
defense	1.000	0.000	0.000	0.000	0.000	0.000	0.000
degree	1.000	0.000	0.000	0.000	0.000	0.000	0.000
herself	0.000	0.000	0.000	0.000	0.000	0.000	1.000
i've	0.000	1.000	0.000	0.000	0.000	0.000	0.000
list	0.947	0.053	0.000	0.000	0.000	0.000	0.000
apparently	0.000	0.000	0.000	0.992	0.000	0.000	0.008
beautiful	0.000	0.000	1.000	0.000	0.000	0.000	0.000
groups	1.000	0.000	0.000	0.000	0.000	0.000	0.000
longer	0.000	0.000	0.358	0.642	0.000	0.000	0.000
manner	1.000	0.000	0.000	0.000	0.000	0.000	0.000
movement	1.000	0.000	0.000	0.000	0.000	0.000	0.000
numbers	0.992	0.008	0.000	0.000	0.000	0.000	0.000
points	0.867	0.133	0.000	0.000	0.000	0.000	0.000
support	0.697	0.303	0.000	0.000	0.000	0.000	0.000
treatment	1.000	0.000	0.000	0.000	0.000	0.000	0.000
ask	0.000	1.000	0.000	0.000	0.000	0.000	0.000
he's	0.000	1.000	0.000	0.000	0.000	0.000	0.000
hot	0.000	0.000	1.000	0.000	0.000	0.000	0.000
recently	0.000	0.000	0.000	1.000	0.000	0.000	0.000
record	0.918	0.082	0.000	0.000	0.000	0.000	0.000
truth	1.000	0.000	0.000	0.000	0.000	0.000	0.000
clearly	0.000	0.000	0.000	0.953	0.000	0.000	0.047
couple	1.000	0.000	0.000	0.000	0.000	0.000	0.000
forms	0.961	0.039	0.000	0.000	0.000	0.000	0.000
freedom	1.000	0.000	0.000	0.000	0.000	0.000	0.000
larger	0.000	0.000	1.000	0.000	0.000	0.000	0.000
meeting	0.792	0.208	0.000	0.000	0.000	0.000	0.000
performance	1.000	0.000	0.000	0.000	0.000	0.000	0.000
series	1.000	0.000	0.000	0.000	0.000	0.000	0.000
game	0.992	0.008	0.000	0.000	0.000	0.000	0.000
persons	1.000	0.000	0.000	0.000	0.000	0.000	0.000
subject	0.752	0.006	0.242	0.000	0.000	0.000	0.000
trade	0.903	0.097	0.000	0.000	0.000	0.000	0.000
america	1.000	0.000	0.000	0.000	0.000	0.000	0.000
described	0.000	1.000	0.000	0.000	0.000	0.000	0.000
opportunity	1.000	0.000	0.000	0.000	0.000	0.000	0.000
reaction	1.000	0.000	0.000	0.000	0.000	0.000	0.000
running	0.024	0.976	0.000	0.000	0.000	0.000	0.000
based	0.000	1.000	0.000	0.000	0.000	0.000	0.000
blood	1.000	0.000	0.000	0.000	0.000	0.000	0.000
decision	1.000	0.000	0.000	0.000	0.000	0.000	0.000
determined	0.000	1.000	0.000	0.000	0.000	0.000	0.000
eye	1.000	0.000	0.000	0.000	0.000	0.000	0.000
red	0.185	0.000	0.815	0.000	0.000	0.000	0.000
respect	0.960	0.040	0.000	0.000	0.000	0.000	0.000
window	1.000	0.000	0.000	0.000	0.000	0.000	0.000
additional	0.000	0.000	1.000	0.000	0.000	0.000	0.000
changes	0.922	0.078	0.000	0.000	0.000	0.000	0.000
george	1.000	0.000	0.000	0.000	0.000	0.000	0.000
international	0.008	0.000	0.992	0.000	0.000	0.000	0.000
labor	0.967	0.033	0.000	0.000	0.000	0.000	0.000
nation	1.000	0.000	0.000	0.000	0.000	0.000	0.000
nations	1.000	0.000	0.000	0.000	0.000	0.000	0.000
oh	0.025	0.000	0.000	0.000	0.000	0.000	0.975
reported	0.000	1.000	0.000	0.000	0.000	0.000	0.000
served	0.000	1.000	0.000	0.000	0.000	0.000	0.000
appear	0.000	1.000	0.000	0.000	0.000	0.000	0.000
character	1.000	0.000	0.000	0.000	0.000	0.000	0.000
image	1.000	0.000	0.000	0.000	0.000	0.000	0.000
j.	1.000	0.000	0.000	0.000	0.000	0.000	0.000
man's	1.000	0.000	0.000	0.000	0.000	0.000	0.000
medical	0.000	0.000	1.000	0.000	0.000	0.000	0.000
technical	0.000	0.000	1.000	0.000	0.000	0.000	0.000
trial	1.000	0.000	0.000	0.000	0.000	0.000	0.000
earth	1.000	0.000	0.000	0.000	0.000	0.000	0.000
gun	0.991	0.009	0.000	0.000	0.000	0.000	0.000
immediately	0.000	0.000	0.000	0.943	0.000	0.000	0.057
plant	0.967	0.033	0.000	0.000	0.000	0.000	0.000
religion	1.000	0.000	0.000	0.000	0.000	0.000	0.000
responsibility	1.000	0.000	0.000	0.000	0.000	0.000	0.000
volume	1.000	0.000	0.000	0.000	0.000	0.000	0.000
audience	1.000	0.000	0.000	0.000	0.000	0.000	0.000
fiscal	0.000	0.000	1.000	0.000	0.000	0.000	0.000
lived	0.000	1.000	0.000	0.000	0.000	0.000	0.000
obtained	0.000	1.000	0.000	0.000	0.000	0.000	0.000
returned	0.000	1.000	0.000	0.000	0.000	0.000	0.000
slowly	0.000	0.000	0.000	1.000	0.000	0.000	0.000
wide	0.000	0.000	0.935	0.041	0.000	0.000	0.024
wrong	0.063	0.000	0.906	0.031	0.000	0.000	0.000
activity	1.000	0.000	0.000	0.000	0.000	0.000	0.000
christian	0.102	0.000	0.898	0.000	0.000	0.000	0.000
gives	0.000	1.000	0.000	0.000	0.000	0.000	0.000
length	1.000	0.000	0.000	0.000	0.000	0.000	0.000
quality	1.000	0.000	0.000	0.000	0.000	0.000	0.000
report	0.755	0.245	0.000	0.000	0.000	0.000	0.000
serious	0.000	0.000	1.000	0.000	0.000	0.000	0.000
specific	0.000	0.000	1.000	0.000	0.000	0.000	0.000
steps	0.991	0.009	0.000	0.000	0.000	0.000	0.000
talk	0.260	0.740	0.000	0.000	0.000	0.000	0.000
arms	1.000	0.000	0.000	0.000	0.000	0.000	0.000
corner	1.000	0.000	0.000	0.000	0.000	0.000	0.000
court	0.983	0.017	0.000	0.000	0.000	0.000	0.000
federal	0.000	0.000	1.000	0.000	0.000	0.000	0.000
include	0.000	1.000	0.000	0.000	0.000	0.000	0.000
industrial	0.000	0.000	1.000	0.000	0.000	0.000	0.000
latter	0.000	0.000	0.000	0.000	0.000	0.000	1.000
letters	1.000	0.000	0.000	0.000	0.000	0.000	0.000
nuclear	0.000	0.000	1.000	0.000	0.000	0.000	0.000
ones	1.000	0.000	0.000	0.000	0.000	0.000	0.000
plane	0.991	0.009	0.000	0.000	0.000	0.000	0.000
types	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cars	1.000	0.000	0.000	0.000	0.000	0.000	0.000
due	0.051	0.000	0.812	0.138	0.000	0.000	0.000
hall	1.000	0.000	0.000	0.000	0.000	0.000	0.000
horse	1.000	0.000	0.000	0.000	0.000	0.000	0.000
increase	0.580	0.420	0.000	0.000	0.000	0.000	0.000
influence	0.862	0.138	0.000	0.000	0.000	0.000	0.000
learned	0.009	0.957	0.034	0.000	0.000	0.000	0.000
meaning	0.903	0.097	0.000	0.000	0.000	0.000	0.000
nearly	0.000	0.000	0.000	0.794	0.000	0.000	0.206
obviously	0.000	0.000	0.000	0.982	0.000	0.000	0.018
pattern	0.991	0.009	0.000	0.000	0.000	0.000	0.000
saying	0.009	0.991	0.000	0.000	0.000	0.000	0.000
student	1.000	0.000	0.000	0.000	0.000	0.000	0.000
30	0.000	0.000	0.000	0.000	0.000	0.000	1.000
easy	0.000	0.000	0.895	0.105	0.000	0.000	0.000
radio	0.991	0.009	0.000	0.000	0.000	0.000	0.000
science	1.000	0.000	0.000	0.000	0.000	0.000	0.000
whatever	0.000	0.000	0.000	0.009	0.000	0.000	0.991
extent	1.000	0.000	0.000	0.000	0.000	0.000	0.000
farm	0.973	0.027	0.000	0.000	0.000	0.000	0.000
play	0.444	0.556	0.000	0.000	0.000	0.000	0.000
speak	0.000	1.000	0.000	0.000	0.000	0.000	0.000
parts	1.000	0.000	0.000	0.000	0.000	0.000	0.000
step	0.845	0.155	0.000	0.000	0.000	0.000	0.000
ahead	0.000	0.000	0.000	1.000	0.000	0.000	0.000
central	0.000	0.000	1.000	0.000	0.000	0.000	0.000
direct	0.000	0.112	0.864	0.024	0.000	0.000	0.000
expect	0.000	1.000	0.000	0.000	0.000	0.000	0.000
heavy	0.000	0.000	1.000	0.000	0.000	0.000	0.000
importance	1.000	0.000	0.000	0.000	0.000	0.000	0.000
indicated	0.000	1.000	0.000	0.000	0.000	0.000	0.000
none	0.000	0.000	0.000	0.000	0.000	0.000	1.000
progress	0.964	0.036	0.000	0.000	0.000	0.000	0.000
stand	0.265	0.735	0.000	0.000	0.000	0.000	0.000
activities	1.000	0.000	0.000	0.000	0.000	0.000	0.000
cities	1.000	0.000	0.000	0.000	0.000	0.000	0.000
continue	0.000	1.000	0.000	0.000	0.000	0.000	0.000
designed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
determine	0.000	1.000	0.000	0.000	0.000	0.000	0.000
distance	1.000	0.000	0.000	0.000	0.000	0.000	0.000
established	0.000	1.000	0.000	0.000	0.000	0.000	0.000
function	0.947	0.053	0.000	0.000	0.000	0.000	0.000
growing	0.009	0.991	0.000	0.000	0.000	0.000	0.000
language	1.000	0.000	0.000	0.000	0.000	0.000	0.000
lower	0.000	0.059	0.899	0.042	0.000	0.000	0.000
serve	0.000	1.000	0.000	0.000	0.000	0.000	0.000
there's	0.000	0.991	0.000	0.009	0.000	0.000	0.000
afternoon	1.000	0.000	0.000	0.000	0.000	0.000	0.000
aj	1.000	0.000	0.000	0.000	0.000	0.000	0.000
answer	0.711	0.289	0.000	0.000	0.000	0.000	0.000
applied	0.000	1.000	0.000	0.000	0.000	0.000	0.000
ball	1.000	0.000	0.000	0.000	0.000	0.000	0.000
effects	1.000	0.000	0.000	0.000	0.000	0.000	0.000
existence	1.000	0.000	0.000	0.000	0.000	0.000	0.000
faith	1.000	0.000	0.000	0.000	0.000	0.000	0.000
leaders	1.000	0.000	0.000	0.000	0.000	0.000	0.000
organization	1.000	0.000	0.000	0.000	0.000	0.000	0.000
particularly	0.000	0.000	0.000	0.726	0.000	0.000	0.274
principle	0.991	0.000	0.009	0.000	0.000	0.000	0.000
remained	0.000	1.000	0.000	0.000	0.000	0.000	0.000
write	0.000	1.000	0.000	0.000	0.000	0.000	0.000
a.	0.991	0.000	0.009	0.000	0.000	0.000	0.000
aid	0.827	0.173	0.000	0.000	0.000	0.000	0.000
attitude	1.000	0.000	0.000	0.000	0.000	0.000	0.000
closed	0.000	1.000	0.000	0.000	0.000	0.000	0.000
design	0.963	0.037	0.000	0.000	0.000	0.000	0.000
negro	1.000	0.000	0.000	0.000	0.000	0.000	0.000
pool	0.972	0.028	0.000	0.000	0.000	0.000	0.000
season	1.000	0.000	0.000	0.000	0.000	0.000	0.000
spring	0.946	0.054	0.000	0.000	0.000	0.000	0.000
thinking	0.276	0.724	0.000	0.000	0.000	0.000	0.000
won't	0.000	0.000	0.000	0.000	0.000	0.000	1.000
approach	0.874	0.126	0.000	0.000	0.000	0.000	0.000
becomes	0.000	1.000	0.000	0.000	0.000	0.000	0.000
charge	0.874	0.126	0.000	0.000	0.000	0.000	0.000
choice	0.954	0.000	0.046	0.000	0.000	0.000	0.000
covered	0.000	1.000	0.000	0.000	0.000	0.000	0.000
despite	0.000	0.000	0.000	0.000	0.000	1.000	0.000
easily	0.000	0.000	0.000	0.972	0.000	0.000	0.028
elements	1.000	0.000	0.000	0.000	0.000	0.000	0.000
further	0.000	0.037	0.339	0.477	0.000	0.000	0.147
limited	0.000	1.000	0.000	0.000	0.000	0.000	0.000
married	0.000	1.000	0.000	0.000	0.000	0.000	0.000
moving	0.018	0.912	0.070	0.000	0.000	0.000	0.000
operation	1.000	0.000	0.000	0.000	0.000	0.000	0.000
poor	0.000	0.000	1.000	0.000	0.000	0.000	0.000
role	1.000	0.000	0.000	0.000	0.000	0.000	0.000
spent	0.000	1.000	0.000	0.000	0.000	0.000	0.000
administration	1.000	0.000	0.000	0.000	0.000	0.000	0.000
factors	0.990	0.010	0.000	0.000	0.000	0.000	0.000
hope	0.602	0.398	0.000	0.000	0.000	0.000	0.000
mouth	1.000	0.000	0.000	0.000	0.000	0.000	0.000
played	0.000	1.000	0.000	0.000	0.000	0.000	0.000
price	0.990	0.010	0.000	0.000	0.000	0.000	0.000
return	0.575	0.413	0.011	0.000	0.000	0.000	0.000
suggested	0.000	0.990	0.010	0.000	0.000	0.000	0.000
waiting	0.028	0.972	0.000	0.000	0.000	0.000	0.000
15	0.000	0.000	0.000	0.000	0.000	0.000	1.000
built	0.000	1.000	0.000	0.000	0.000	0.000	0.000
hit	0.089	0.911	0.000	0.000	0.000	0.000	0.000
