#WORD	noun	verb	adjective	adverb
rain	0	0	0	0
relief	1	0	0	0
rome	1	0	0	0
russia	1	0	0	0
signs	0	0	0	0
spread	0	0	0	0
standard	0	0	0	0
substantial	0	0	1	0
unity	1	0	0	0
walk	0	0	0	0
weather	1	0	0	0
you've	0	1	0	0
aircraft	1	0	0	0
below	0	0	0	1
break	0	0	0	0
cell	1	0	0	0
closely	0	0	0	1
desk	1	0	0	0
discussed	0	1	0	0
dominant	0	0	1	0
dust	0	0	0	0
educational	0	0	1	0
estimated	0	1	0	0
experiments	1	0	0	0
fully	0	0	0	1
hung	0	1	0	0
imagination	1	0	0	0
mark	0	0	0	0
outside	0	0	0	0
phil	1	0	0	0
pictures	0	0	0	0
saturday	1	0	0	0
significance	1	0	0	0
store	0	0	0	0
supposed	0	1	0	0
sweet	0	0	0	0
they're	0	1	0	0
traffic	1	0	0	0
typical	0	0	1	0
wore	0	1	0	0
belief	1	0	0	0
box	0	0	0	0
chair	1	0	0	0
empty	0	0	1	0
fashion	0	0	0	0
gets	0	1	0	0
grew	0	1	0	0
hanover	1	0	0	0
jobs	1	0	0	0
located	0	1	0	0
mission	1	0	0	0
newspaper	1	0	0	0
page	0	0	0	0
pass	0	0	0	0
phase	1	0	0	0
primarily	0	0	0	1
protection	1	0	0	0
rapidly	0	0	0	1
reasonable	0	0	1	0
separate	0	0	0	0
shelter	0	0	0	0
wants	0	0	0	0
warm	0	0	0	0
application	1	0	0	0
argument	1	0	0	0
assume	0	1	0	0
average	0	0	0	0
bodies	0	0	0	0
brief	0	0	0	0
completely	0	0	0	1
d.	1	0	0	0
department	1	0	0	0
dramatic	0	0	1	0
drew	0	0	0	0
electronic	0	0	1	0
explain	0	1	0	0
happen	0	1	0	0
join	0	1	0	0
jury	1	0	0	0
message	1	0	0	0
p.m.	0	0	0	1
parker	1	0	0	0
powerful	0	0	1	0
quiet	0	0	0	0
site	1	0	0	0
sufficient	0	0	1	0
thick	0	0	0	0
universe	1	0	0	0
unusual	0	0	1	0
yards	1	0	0	0
achieved	0	1	0	0
affairs	1	0	0	0
ancient	0	0	0	0
arrived	0	1	0	0
careful	0	0	1	0
chicago	1	0	0	0
december	1	0	0	0
fair	0	0	0	0
germany	1	0	0	0
greatly	0	0	0	1
homes	1	0	0	0
july	1	0	0	0
laos	1	0	0	0
objects	0	0	0	0
paris	1	0	0	0
portion	1	0	0	0
recognize	0	1	0	0
reduce	0	1	0	0
relation	1	0	0	0
spiritual	0	0	1	0
tom	1	0	0	0
tomorrow	1	0	0	0
virginia	1	0	0	0
agencies	1	0	0	0
aspects	1	0	0	0
block	0	0	0	0
by	0	0	0	1
conference	1	0	0	0
continuing	0	1	0	0
duty	1	0	0	0
entirely	0	0	0	1
feelings	1	0	0	0
fellow	0	0	0	0
grow	0	1	0	0
guests	1	0	0	0
holding	0	0	0	0
imagine	0	1	0	0
issues	0	0	0	0
location	1	0	0	0
narrow	0	0	1	0
policies	1	0	0	0
possibly	0	0	0	1
prices	1	0	0	0
resolution	1	0	0	0
rifle	1	0	0	0
rising	0	1	0	0
speech	1	0	0	0
through	0	0	0	1
vast	0	0	1	0
weapons	1	0	0	0
approximately	0	0	0	1
broken	0	1	0	0
china	1	0	0	0
contained	0	1	0	0
courses	1	0	0	0
drove	0	0	0	0
du	1	0	0	0
existing	0	1	0	0
goal	1	0	0	0
headquarters	1	0	0	0
kill	0	0	0	0
louis	1	0	0	0
m.	1	0	0	0
machinery	1	0	0	0
maintain	0	1	0	0
measure	0	0	0	0
officials	1	0	0	0
pleasure	0	0	0	0
projects	0	0	0	0
refused	0	1	0	0
rose	0	0	0	0
shot	0	0	0	0
shoulder	0	0	0	0
stared	0	1	0	0
we're	0	1	0	0
wilson	1	0	0	0
column	1	0	0	0
commercial	0	0	0	0
complex	0	0	0	0
constant	0	0	0	0
domestic	0	0	0	0
ended	0	1	0	0
exist	0	1	0	0
f.	1	0	0	0
feed	0	0	0	0
firm	0	0	0	0
friendly	0	0	1	0
gray	0	0	0	0
headed	0	1	0	0
matters	0	0	0	0
nose	0	0	0	0
organizations	1	0	0	0
passing	0	0	0	0
procedures	1	0	0	0
sensitive	0	0	1	0
soft	0	0	0	0
stories	1	0	0	0
struck	0	1	0	0
text	1	0	0	0
ultimate	0	0	1	0
visit	0	0	0	0
assignment	1	0	0	0
associated	0	1	0	0
avoid	0	1	0	0
chief	0	0	0	0
contemporary	0	0	0	0
eat	0	1	0	0
emphasis	1	0	0	0
establish	0	1	0	0
etc.	0	0	0	1
faces	0	0	0	0
finds	0	1	0	0
hence	0	0	0	1
judgment	1	0	0	0
liked	0	1	0	0
metal	1	0	0	0
negroes	1	0	0	0
occasion	1	0	0	0
parties	1	0	0	0
perfect	0	0	1	0
plants	1	0	0	0
previously	0	0	0	1
quick	0	0	0	0
remove	0	1	0	0
roof	1	0	0	0
rule	0	0	0	0
search	0	0	0	0
sexual	0	0	1	0
song	1	0	0	0
songs	1	0	0	0
speaking	0	0	0	0
surprised	0	1	0	0
talked	0	1	0	0
task	1	0	0	0
understood	0	1	0	0
unique	0	0	1	0
useful	0	0	1	0
wondered	0	1	0	0
achievement	1	0	0	0
alive	0	0	1	0
apart	0	0	0	1
apparent	0	0	1	0
appearance	1	0	0	0
baby	1	0	0	0
combination	1	0	0	0
conclusion	1	0	0	0
critical	0	0	1	0
details	1	0	0	0
die	0	0	0	0
enjoyed	0	1	0	0
entrance	1	0	0	0
goods	1	0	0	0
highest	0	0	0	0
informed	0	1	0	0
intellectual	0	0	0	0
jesus	1	0	0	0
lose	0	1	0	0
maintenance	1	0	0	0
majority	1	0	0	0
model	0	0	0	0
pale	0	0	0	0
permitted	0	1	0	0
properties	1	0	0	0
r.	1	0	0	0
repeated	0	1	0	0
replied	0	1	0	0
san	1	0	0	0
shook	0	1	0	0
showing	0	0	0	0
streets	1	0	0	0
tests	0	0	0	0
tree	1	0	0	0
afraid	0	0	1	0
apply	0	1	0	0
army	1	0	0	0
bought	0	1	0	0
busy	0	0	0	0
competition	1	0	0	0
culture	1	0	0	0
cutting	0	0	0	0
drink	0	0	0	0
entitled	0	1	0	0
evident	0	0	1	0
exchange	0	0	0	0
formula	1	0	0	0
friday	1	0	0	0
granted	0	1	0	0
intensity	1	0	0	0
joined	0	1	0	0
keeping	0	0	0	0
largely	0	0	0	1
lewis	1	0	0	0
loved	0	1	0	0
minds	1	0	0	0
opening	0	0	0	0
orders	0	0	0	0
organized	0	1	0	0
palmer	1	0	0	0
post	0	0	0	0
processes	1	0	0	0
regarded	0	1	0	0
represented	0	1	0	0
september	1	0	0	0
share	0	0	0	0
sky	1	0	0	0
snow	0	0	0	0
solution	1	0	0	0
straight	0	0	0	0
technique	1	0	0	0
vital	0	0	1	0
animals	1	0	0	0
begins	0	1	0	0
charged	0	1	0	0
circle	0	0	0	0
conducted	0	1	0	0
confidence	1	0	0	0
daily	0	0	0	0
de	1	0	0	0
dictionary	1	0	0	0
extended	0	1	0	0
favor	0	0	0	0
firms	1	0	0	0
flow	0	0	0	0
flowers	1	0	0	0
huge	0	0	1	0
identity	1	0	0	0
item	1	0	0	0
joe	1	0	0	0
l.	1	0	0	0
martin	1	0	0	0
motion	1	0	0	0
neighborhood	1	0	0	0
official	0	0	0	0
properly	0	0	0	1
providing	0	1	0	0
pure	0	0	1	0
requires	0	1	0	0
soldiers	1	0	0	0
struggle	0	0	0	0
tall	0	0	1	0
tension	1	0	0	0
theme	1	0	0	0
truck	0	0	0	0
victory	1	0	0	0
vision	1	0	0	0
wished	0	1	0	0
wood	1	0	0	0
artist	1	0	0	0
bank	1	0	0	0
baseball	1	0	0	0
becoming	0	0	0	0
components	1	0	0	0
contact	0	0	0	0
contract	0	0	0	0
create	0	1	0	0
divided	0	1	0	0
ends	0	0	0	0
fight	0	0	0	0
fighting	0	0	0	0
grounds	1	0	0	0
hat	1	0	0	0
hole	0	0	0	0
jews	1	0	0	0
kid	0	0	0	0
leg	1	0	0	0
positions	1	0	0	0
putting	0	1	0	0
rock	0	0	0	0
rooms	1	0	0	0
sample	0	0	0	0
sought	0	1	0	0
south	0	0	0	0
suggest	0	1	0	0
supply	0	0	0	0
supported	0	1	0	0
symbol	1	0	0	0
touch	0	0	0	0
trained	0	1	0	0
unable	0	0	1	0
walking	0	1	0	0
wind	0	0	0	0
absence	1	0	0	0
academic	0	0	0	0
assigned	0	1	0	0
bitter	0	0	1	0
breakfast	1	0	0	0
budget	0	0	0	0
chest	1	0	0	0
cover	0	0	0	0
credit	0	0	0	0
depth	1	0	0	0
device	1	0	0	0
dress	0	0	0	0
extreme	0	0	0	0
faced	0	1	0	0
forget	0	1	0	0
generation	1	0	0	0
governments	1	0	0	0
guess	0	0	0	0
heavily	0	0	0	1
improved	0	1	0	0
inner	0	0	1	0
january	1	0	0	0
key	0	0	0	0
largest	0	0	1	0
liberal	0	0	0	0
lie	0	0	0	0
object	0	0	0	0
objective	0	0	0	0
percent	1	0	0	0
prove	0	1	0	0
pushed	0	1	0	0
regard	0	0	0	0
rise	0	0	0	0
roads	1	0	0	0
save	0	1	0	0
seat	0	0	0	0
spend	0	1	0	0
spot	0	0	0	0
taste	0	0	0	0
tuesday	1	0	0	0
wage	0	0	0	0
watch	0	0	0	0
win	0	1	0	0
windows	1	0	0	0
wonderful	0	0	1	0
alfred	1	0	0	0
attend	0	1	0	0
august	0	0	0	0
bedroom	1	0	0	0
decisions	1	0	0	0
description	1	0	0	0
detailed	0	1	0	0
disease	1	0	0	0
dozen	1	0	0	0
dry	0	0	0	0
element	1	0	0	0
establishment	1	0	0	0
eventually	0	0	0	1
experienced	0	0	0	0
experiment	0	0	0	0
flesh	1	0	0	0
games	1	0	0	0
grass	1	0	0	0
introduced	0	1	0	0
scale	0	0	0	0
signal	0	0	0	0
troops	1	0	0	0
wagon	1	0	0	0
wheel	1	0	0	0
achieve	0	1	0	0
advanced	0	1	0	0
agree	0	1	0	0
approval	1	0	0	0
begun	0	1	0	0
breath	1	0	0	0
check	0	0	0	0
conventional	0	0	1	0
developing	0	1	0	0
devoted	0	1	0	0
elections	1	0	0	0
electric	0	0	0	0
flat	0	0	0	0
interpretation	1	0	0	0
laughed	0	1	0	0
motor	0	0	0	0
nodded	0	1	0	0
october	1	0	0	0
p.	0	0	0	0
safe	0	0	0	0
shoulders	1	0	0	0
sick	0	0	1	0
situations	1	0	0	0
slightly	0	0	0	1
soil	0	0	0	0
stages	1	0	0	0
stone	1	0	0	0
thoughts	1	0	0	0
title	1	0	0	0
vehicles	1	0	0	0
waves	1	0	0	0
west	0	0	0	0
wild	0	0	0	0
acting	0	0	0	0
administrative	0	0	1	0
advice	1	0	0	0
angle	0	0	0	0
brilliant	0	0	1	0
characteristics	1	0	0	0
childhood	1	0	0	0
choose	0	1	0	0
congo	1	0	0	0
conversation	1	0	0	0
conviction	1	0	0	0
convinced	0	1	0	0
cool	0	0	0	0
crowd	0	0	0	0
desired	0	1	0	0
european	0	0	0	0
examples	1	0	0	0
expense	1	0	0	0
fit	0	0	0	0
gradually	0	0	0	1
he'd	0	1	0	0
internal	0	0	1	0
issued	0	1	0	0
joseph	1	0	0	0
listen	0	1	0	0
lives	0	0	0	0
machines	1	0	0	0
necessarily	0	0	0	1
notes	0	0	0	0
noticed	0	1	0	0
opportunities	1	0	0	0
pair	1	0	0	0
papers	1	0	0	0
payment	1	0	0	0
proud	0	0	1	0
score	0	0	0	0
sin	0	0	0	0
slight	0	0	0	0
taught	0	1	0	0
television	1	0	0	0
towns	1	0	0	0
wooden	0	0	1	0
acceptance	1	0	0	0
boats	1	0	0	0
boston	1	0	0	0
consideration	1	0	0	0
creative	0	0	1	0
cultural	0	0	1	0
depends	0	1	0	0
employed	0	1	0	0
fill	0	1	0	0
frank	0	0	0	0
fundamental	0	0	1	0
honor	0	0	0	0
knowing	0	0	0	0
lady	1	0	0	0
master	0	0	0	0
millions	1	0	0	0
negative	0	0	0	0
operator	1	0	0	0
park	0	0	0	0
passage	1	0	0	0
pick	0	0	0	0
publication	1	0	0	0
quietly	0	0	0	1
shop	0	0	0	0
silence	0	0	0	0
silent	0	0	1	0
somewhere	0	0	0	0
stream	0	0	0	0
tendency	1	0	0	0
tiny	0	0	1	0
what's	0	1	0	0
widely	0	0	0	1
worse	0	0	0	0
abroad	0	0	0	1
agency	1	0	0	0
anger	1	0	0	0
appeal	0	0	0	0
attitudes	1	0	0	0
birds	1	0	0	0
chairman	1	0	0	0
clean	0	0	0	0
command	0	0	0	0
comparison	1	0	0	0
conflict	0	0	0	0
destroy	0	1	0	0
dream	0	0	0	0
drive	0	0	0	0
driver	1	0	0	0
efficiency	1	0	0	0
engine	1	0	0	0
estate	1	0	0	0
experiences	0	0	0	0
extra	0	0	1	0
firmly	0	0	0	1
gain	0	0	0	0
german	0	0	0	0
hero	1	0	0	0
hoped	0	1	0	0
impressive	0	0	1	0
integration	1	0	0	0
library	1	0	0	0
maintained	0	1	0	0
mantle	1	0	0	0
measurements	1	0	0	0
milk	1	0	0	0
moments	1	0	0	0
novel	0	0	0	0
occasionally	0	0	0	1
operate	0	1	0	0
payments	1	0	0	0
phone	0	0	0	0
player	1	0	0	0
poem	1	0	0	0
preparation	1	0	0	0
rolled	0	1	0	0
she's	0	1	0	0
slow	0	0	0	0
smile	0	0	0	0
spite	1	0	0	0
stands	0	0	0	0
swung	0	1	0	0
teaching	0	0	0	0
valley	1	0	0	0
vote	0	0	0	0
yellow	0	0	0	0
article	1	0	0	0
aspect	1	0	0	0
bills	1	0	0	0
birth	1	0	0	0
colors	0	0	0	0
denied	0	1	0	0
detective	1	0	0	0
driving	0	0	0	0
engaged	0	1	0	0
expansion	1	0	0	0
expenses	1	0	0	0
fat	0	0	0	0
formal	0	0	1	0
hearing	0	0	0	0
honest	0	0	1	0
learning	0	0	0	0
luck	1	0	0	0
mere	0	0	1	0
middle	0	0	0	0
models	1	0	0	0
moon	0	0	0	0
numerous	0	0	1	0
opposite	0	0	0	0
patterns	1	0	0	0
periods	1	0	0	0
please	0	1	0	0
plenty	0	0	0	0
provision	1	0	0	0
railroad	1	0	0	0
raise	0	0	0	0
sets	0	0	0	0
skin	1	0	0	0
smith	1	0	0	0
sold	0	1	0	0
sorry	0	0	1	0
soul	1	0	0	0
st.	1	0	0	0
testimony	1	0	0	0
thousands	1	0	0	0
tragedy	1	0	0	0
u.n.	1	0	0	0
version	1	0	0	0
views	0	0	0	0
village	1	0	0	0
warren	1	0	0	0
wet	0	0	0	0
ain't	0	1	0	0
anyway	0	0	0	1
artery	1	0	0	0
artists	1	0	0	0
association	1	0	0	0
bible	1	0	0	0
bonds	1	0	0	0
centuries	1	0	0	0
chain	1	0	0	0
claims	0	0	0	0
concentration	1	0	0	0
conscious	0	0	1	0
curious	0	0	1	0
dangerous	0	0	1	0
david	1	0	0	0
decade	1	0	0	0
deny	0	1	0	0
difficulties	1	0	0	0
draw	0	0	0	0
encourage	0	1	0	0
fiction	1	0	0	0
fought	0	1	0	0
garden	0	0	0	0
guy	0	0	0	0
identified	0	1	0	0
intelligence	1	0	0	0
lights	0	0	0	0
losses	1	0	0	0
measures	0	0	0	0
missile	1	0	0	0
movements	1	0	0	0
next	0	0	0	1
panels	1	0	0	0
percentage	1	0	0	0
personality	1	0	0	0
pink	0	0	0	0
pocket	1	0	0	0
practices	0	0	0	0
precisely	0	0	0	1
q	1	0	0	0
recommended	0	1	0	0
remarkable	0	0	1	0
rural	0	0	1	0
safety	1	0	0	0
secret	0	0	0	0
shut	0	1	0	0
stairs	1	0	0	0
surely	0	0	0	1
threw	0	1	0	0
vacation	0	0	0	0
weakness	1	0	0	0
wearing	0	1	0	0
welfare	1	0	0	0
wright	1	0	0	0
angry	0	0	1	0
approached	0	1	0	0
captain	1	0	0	0
charlie	1	0	0	0
congregation	1	0	0	0
contain	0	1	0	0
containing	0	1	0	0
curve	1	0	0	0
dear	0	0	0	0
depend	0	1	0	0
eisenhower	1	0	0	0
february	1	0	0	0
feels	0	1	0	0
hearst	1	0	0	0
ice	1	0	0	0
ideal	0	0	0	0
impression	1	0	0	0
includes	0	1	0	0
independence	1	0	0	0
intended	0	1	0	0
legislation	1	0	0	0
lucy	1	0	0	0
minister	1	0	0	0
opposition	1	0	0	0
promised	0	1	0	0
referred	0	1	0	0
relative	0	0	0	0
sheet	1	0	0	0
target	1	0	0	0
trend	1	0	0	0
watson	1	0	0	0
adam	1	0	0	0
admitted	0	1	0	0
adopted	0	1	0	0
agent	1	0	0	0
alexander	1	0	0	0
arranged	0	1	0	0
arthur	1	0	0	0
author	1	0	0	0
band	1	0	0	0
bond	1	0	0	0
brain	1	0	0	0
california	1	0	0	0
calling	0	0	0	0
calls	0	0	0	0
centers	0	0	0	0
characteristic	0	0	0	0
civil	0	0	1	0
climbed	0	1	0	0
confused	0	1	0	0
confusion	1	0	0	0
continuous	0	0	1	0
contribute	0	1	0	0
courts	0	0	0	0
creation	1	0	0	0
democratic	0	0	1	0
dollar	1	0	0	0
driven	0	1	0	0
easier	0	0	0	0
editor	1	0	0	0
employment	1	0	0	0
enjoy	0	1	0	0
escape	0	0	0	0
expenditures	1	0	0	0
expensive	0	0	1	0
extensive	0	0	1	0
file	0	0	0	0
fired	0	1	0	0
greek	0	0	0	0
humor	0	0	0	0
hundreds	1	0	0	0
instrument	1	0	0	0
listed	0	1	0	0
lovely	0	0	1	0
mounted	0	1	0	0
odd	0	0	1	0
path	1	0	0	0
qualities	1	0	0	0
recognition	1	0	0	0
resistance	1	0	0	0
sale	1	0	0	0
salt	1	0	0	0
seeking	0	1	0	0
shoes	1	0	0	0
shore	0	0	0	0
slaves	1	0	0	0
sports	0	0	0	0
surprise	0	0	0	0
terrible	0	0	1	0
texas	1	0	0	0
upon	0	0	0	1
valuable	0	0	1	0
violence	1	0	0	0
accomplished	0	0	0	0
arts	1	0	0	0
bear	0	0	0	0
believes	0	1	0	0
boards	0	0	0	0
burden	0	0	0	0
burning	0	0	0	0
charges	0	0	0	0
closer	0	0	0	0
collected	0	1	0	0
consists	0	1	0	0
cuba	1	0	0	0
cup	0	0	0	0
dallas	1	0	0	0
darkness	1	0	0	0
dealing	0	1	0	0
demands	0	0	0	0
developments	1	0	0	0
diameter	1	0	0	0
dirt	1	0	0	0
drama	1	0	0	0
emotions	1	0	0	0
environment	1	0	0	0
everywhere	0	0	0	0
fast	0	0	0	0
fears	0	0	0	0
flight	1	0	0	0
fun	1	0	0	0
grown	0	1	0	0
helping	0	1	0	0
i.e.	0	0	0	1
insisted	0	1	0	0
investigation	1	0	0	0
lawyer	1	0	0	0
lifted	0	1	0	0
meat	1	0	0	0
minute	0	0	0	0
mold	0	0	0	0
mostly	0	0	0	1
occur	0	1	0	0
offers	0	0	0	0
opinions	1	0	0	0
oxygen	1	0	0	0
pounds	1	0	0	0
practically	0	0	0	1
precision	0	0	0	0
protestant	0	0	0	0
raw	0	0	1	0
reaching	0	1	0	0
reader	1	0	0	0
recorded	0	1	0	0
residential	0	0	1	0
resulting	0	1	0	0
saved	0	1	0	0
separated	0	1	0	0
seriously	0	0	0	1
ships	1	0	0	0
sum	0	0	0	0
taxes	1	0	0	0
telling	0	0	0	0
tend	0	1	0	0
thickness	1	0	0	0
unknown	0	0	0	0
wave	0	0	0	0
worry	0	0	0	0
acres	1	0	0	0
adams	1	0	0	0
appointed	0	1	0	0
benefit	0	0	0	0
berlin	1	0	0	0
blind	0	0	0	0
cloth	1	0	0	0
coat	0	0	0	0
crossed	0	1	0	0
demanded	0	1	0	0
distinct	0	0	1	0
elsewhere	0	0	0	0
errors	1	0	0	0
exists	0	1	0	0
explanation	1	0	0	0
finding	0	0	0	0
g.	1	0	0	0
identification	1	0	0	0
increases	0	0	0	0
interference	1	0	0	0
liberty	1	0	0	0
linda	1	0	0	0
liquor	1	0	0	0
load	0	0	0	0
los	1	0	0	0
mile	1	0	0	0
minor	0	0	0	0
obtain	0	1	0	0
origin	1	0	0	0
particles	1	0	0	0
porch	1	0	0	0
possibilities	1	0	0	0
rachel	1	0	0	0
rapid	0	0	1	0
reactions	1	0	0	0
reflected	0	1	0	0
replaced	0	1	0	0
request	0	0	0	0
revolution	1	0	0	0
riding	0	0	0	0
risk	0	0	0	0
screen	0	0	0	0
seeds	1	0	0	0
snake	1	0	0	0
spirits	1	0	0	0
suffered	0	1	0	0
touched	0	1	0	0
varied	0	1	0	0
wages	1	0	0	0
warfare	1	0	0	0
weapon	1	0	0	0
wisdom	1	0	0	0
advance	0	0	0	0
automobile	1	0	0	0
bag	0	0	0	0
britain	1	0	0	0
carl	1	0	0	0
changing	0	0	0	0
comfort	0	0	0	0
communities	1	0	0	0
comparable	0	0	1	0
constantly	0	0	0	1
content	0	0	0	0
continues	0	1	0	0
contrary	0	0	0	0
core	0	0	0	0
describe	0	1	0	0
distinction	1	0	0	0
distinguished	0	1	0	0
east	0	0	0	0
edward	1	0	0	0
fed	0	1	0	0
foods	1	0	0	0
functions	0	0	0	0
fund	1	0	0	0
governor	1	0	0	0
heads	0	0	0	0
henrietta	1	0	0	0
i'd	0	1	0	0
insurance	1	0	0	0
involves	0	1	0	0
kate	1	0	0	0
lies	0	0	0	0
loan	1	0	0	0
long-range	1	0	0	0
loose	0	0	0	0
lots	1	0	0	0
manufacturers	1	0	0	0
mental	0	0	1	0
moscow	1	0	0	0
opposed	0	1	0	0
participation	1	0	0	0
partly	0	0	0	1
pleased	0	1	0	0
providence	1	0	0	0
psychological	0	0	1	0
rare	0	0	1	0
readily	0	0	0	1
reduction	1	0	0	0
remaining	0	1	0	0
remarks	0	0	0	0
removal	1	0	0	0
roman	0	0	1	0
salary	1	0	0	0
secretary	1	0	0	0
shares	0	0	0	0
skill	1	0	0	0
storage	1	0	0	0
teach	0	1	0	0
tissue	1	0	0	0
urban	0	0	1	0
visited	0	1	0	0
volumes	1	0	0	0
wire	1	0	0	0
younger	0	0	0	0
a.m.	0	0	0	1
afford	0	1	0	0
approved	0	1	0	0
arc	1	0	0	0
bread	1	0	0	0
burned	0	1	0	0
composed	0	1	0	0
decide	0	1	0	0
discover	0	1	0	0
downtown	1	0	0	0
electrical	0	0	1	0
exception	1	0	0	0
existed	0	1	0	0
external	0	0	1	0
finger	1	0	0	0
forest	1	0	0	0
guidance	1	0	0	0
guns	1	0	0	0
handsome	0	0	1	0
happens	0	1	0	0
hudson	1	0	0	0
indicates	0	1	0	0
intense	0	0	1	0
joy	1	0	0	0
muscle	1	0	0	0
musicians	1	0	0	0
neighbors	1	0	0	0
notion	1	0	0	0
orchestra	1	0	0	0
painted	0	1	0	0
papa	1	0	0	0
permanent	0	0	1	0
personally	0	0	0	1
pike	1	0	0	0
pilot	0	0	0	0
presumably	0	0	0	1
prior	0	0	0	0
prison	1	0	0	0
prominent	0	0	1	0
proposal	1	0	0	0
rode	0	1	0	0
rough	0	0	0	0
sake	1	0	0	0
shared	0	1	0	0
shouted	0	1	0	0
stepped	0	1	0	0
studying	0	1	0	0
suit	0	0	0	0
threat	1	0	0	0
throat	1	0	0	0
thrown	0	1	0	0
transportation	1	0	0	0
universal	0	0	1	0
visual	0	0	1	0
walter	1	0	0	0
waters	1	0	0	0
winston	1	0	0	0
writes	0	1	0	0
agents	1	0	0	0
allotment	1	0	0	0
angeles	1	0	0	0
assured	0	1	0	0
atoms	1	0	0	0
attractive	0	0	1	0
authorities	1	0	0	0
bob	1	0	0	0
brings	0	1	0	0
catch	0	0	0	0
civilization	1	0	0	0
colleges	1	0	0	0
combined	0	1	0	0
conscience	1	0	0	0
contributed	0	1	0	0
controlled	0	1	0	0
correct	0	0	0	0
criticism	1	0	0	0
defined	0	1	0	0
democrats	1	0	0	0
dependent	0	0	0	0
derived	0	1	0	0
destroyed	0	1	0	0
doctrine	1	0	0	0
essentially	0	0	0	1
evil	0	0	0	0
funny	0	0	0	0
furthermore	0	0	0	1
gained	0	1	0	0
grace	1	0	0	0
hill	1	0	0	0
hydrogen	1	0	0	0
improve	0	1	0	0
improvement	1	0	0	0
inch	1	0	0	0
italian	0	0	0	0
languages	1	0	0	0
legislative	0	0	1	0
lincoln	1	0	0	0
listening	0	1	0	0
missed	0	1	0	0
necessity	1	0	0	0
o'clock	0	0	0	1
objectives	1	0	0	0
offices	1	0	0	0
potential	0	0	0	0
pretty	0	0	0	0
pride	0	0	0	0
provisions	1	0	0	0
pull	0	0	0	0
rarely	0	0	0	1
rayburn	1	0	0	0
represents	0	1	0	0
revealed	0	1	0	0
runs	0	0	0	0
satisfactory	0	0	1	0
seed	0	0	0	0
selection	1	0	0	0
sell	0	0	0	0
steel	1	0	0	0
tables	1	0	0	0
talent	1	0	0	0
tired	0	0	0	0
tour	0	0	0	0
varying	0	0	0	0
ages	1	0	0	0
anywhere	0	0	0	1
arrangements	1	0	0	0
assumption	1	0	0	0
atomic	0	0	1	0
automatic	0	0	0	0
beat	0	0	0	0
bound	0	0	0	0
briefly	0	0	0	1
candidates	1	0	0	0
chapter	1	0	0	0
comedy	1	0	0	0
communism	1	0	0	0
consumer	1	0	0	0
contains	0	1	0	0
customers	1	0	0	0
destruction	1	0	0	0
determination	1	0	0	0
ears	1	0	0	0
editorial	0	0	0	0
experts	1	0	0	0
furniture	1	0	0	0
glad	0	0	1	0
goals	1	0	0	0
god's	1	0	0	0
guest	1	0	0	0
handed	0	1	0	0
haven't	0	1	0	0
holds	0	0	0	0
holes	1	0	0	0
inevitably	0	0	0	1
institution	1	0	0	0
investment	1	0	0	0
knees	1	0	0	0
leaned	0	1	0	0
minimum	0	0	0	0
newspapers	1	0	0	0
observations	1	0	0	0
pace	0	0	0	0
r	1	0	0	0
regardless	0	0	0	1
regional	0	0	1	0
represent	0	1	0	0
scheduled	0	1	0	0
severe	0	0	0	0
shear	0	0	0	0
societies	1	0	0	0
soldier	1	0	0	0
stranger	1	0	0	0
theater	1	0	0	0
thompson	1	0	0	0
today's	1	0	0	0
tonight	1	0	0	0
wonder	0	0	0	0
accompanied	0	1	0	0
admit	0	1	0	0
anne	1	0	0	0
anxiety	1	0	0	0
assure	0	1	0	0
atom	1	0	0	0
authorized	0	1	0	0
belong	0	1	0	0
blocks	1	0	0	0
brothers	1	0	0	0
chose	0	1	0	0
comfortable	0	0	1	0
constructed	0	1	0	0
definite	0	0	1	0
delivered	0	1	0	0
desegregation	1	0	0	0
devices	1	0	0	0
distant	0	0	1	0
edges	1	0	0	0
effectively	0	0	0	1
enormous	0	0	1	0
fail	0	1	0	0
father's	0	0	0	0
favorite	0	0	0	0
forever	0	0	0	1
forgotten	0	1	0	0
formation	1	0	0	0
holmes	1	0	0	0
indian	0	0	0	0
innocent	0	0	1	0
japan	1	0	0	0
japanese	0	0	0	0
mail	0	0	0	0
mankind	1	0	0	0
mystery	1	0	0	0
occasional	0	0	1	0
organic	0	0	1	0
paul	1	0	0	0
pressures	1	0	0	0
primitive	0	0	0	0
readers	1	0	0	0
relationships	1	0	0	0
restaurant	1	0	0	0
resulted	0	1	0	0
roberts	1	0	0	0
robinson	1	0	0	0
roy	1	0	0	0
self	1	0	0	0
serves	0	1	0	0
serving	0	0	0	0
signed	0	1	0	0
simultaneously	0	0	0	1
skills	1	0	0	0
species	1	0	0	0
specifically	0	0	0	1
steady	0	0	0	0
stomach	1	0	0	0
stronger	0	0	1	0
sudden	0	0	0	0
susan	1	0	0	0
swimming	0	1	0	0
switch	0	0	0	0
tested	0	1	0	0
thyroid	1	0	0	0
tool	0	0	0	0
tremendous	0	0	1	0
voices	1	0	0	0
affected	0	1	0	0
answers	0	0	0	0
attended	0	1	0	0
automatically	0	0	0	1
beings	1	0	0	0
bringing	0	0	0	0
characters	1	0	0	0
chemical	0	0	0	0
completion	1	0	0	0
conclusions	1	0	0	0
contribution	1	0	0	0
cooperation	1	0	0	0
